,Average Rt(min),Average Mz,mass_round,pos_DIWB_1,pos_DIWB_2,pos_no injection_1,pos_no injection_2,pos_no injection_3,pos_no injection_4,pos-octl,pos_butac,pos_chlor,pos_chx,pos_dcm,pos_glyctriol,pos_hx,pos_octn,pos_olalc,pos_tol,pos_undec,pos-octlW,pos_butacW,pos_chlorW,pos_chxW,pos_dcmW,pos_glyctriolW,pos_hxW,pos_octnW,pos_olalcW,pos_tolW,pos_undecW,pos-octlM,pos_butacM,pos_chlorM,pos_chxM,pos_dcmM,pos_glyctriolM,pos_hxM,pos_octnM,pos_olalcM,pos_tolM,pos_undecM,pos-octlR_log,pos_butacR_log,pos_chlorR_log,pos_chxR_log,pos_dcmR_log,pos_glyctriolR_log,pos_hxR_log,pos_octnR_log,pos_olalcR_log,pos_tolR_log,pos_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag,chem_id,predicted_1-octanol,predicted_butyl acetate,predicted_chloroform,predicted_cyclohexane,predicted_dichloromethane,predicted_triolein,predicted_n-hexane,predicted_n-octane,predicted_oleylalcohol,predicted_toluene,predicted_n-undecane,imputed_1-octanol,imputed_butyl acetate,imputed_chloroform,imputed_cyclohexane,imputed_dichloromethane,imputed_triolein,imputed_n-hexane,imputed_n-octane,imputed_oleylalcohol,imputed_toluene,imputed_n-undecane,1-octanol_db_std,butyl acetate_db_std,chloroform_db_std,cyclohexane_db_std,dichloromethane_db_std,triolein_db_std,n-hexane_db_std,n-octane_db_std,oleylalcohol_db_std,toluene_db_std,n-undecane_db_std,1-octanol_exp_std,butyl acetate_exp_std,chloroform_exp_std,cyclohexane_exp_std,dichloromethane_exp_std,triolein_exp_std,n-hexane_exp_std,n-octane_exp_std,oleylalcohol_exp_std,toluene_exp_std,n-undecane_exp_std,Correlation_R2
15,0.793,138.0422649681,138,2405,4006,1691,2176,805,567,36384,16081,104068.5,6506,11712.5,19474,10020.5,45793.5,27751.5,47311,47281,27103,69001,8676,22296.5,96991.5,26855.5,12229.5,51776.5,39155,29028,22926.5,-9281,52920,-95392.5,15790.5,85279,7381.5,2209,5983,11403.5,-18283,-24354.5,,0.517306783579506,,0.385081823044915,0.862192495185487,-0.421310541580522,-0.656693676500439,-0.883884835107952,-0.386248295304091,,,4,36912.6363636364,25118.711475431,68.0490854892612,0,30784.9577792299,26988.3876734906,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8020961,100-01-6,4-Nitroaniline,NC1=CC=C(C=C1)[N+]([O-])=O,TYMLOMAKGOJONV-UHFFFAOYSA-N,C6H6N2O2,138.042927441,2D-QSAR-Ready,DTXCID40961,NC1=CC=C(C=C1)[N+]([O-])=O,TYMLOMAKGOJONV-UHFFFAOYSA-N,C6H6N2O2,138.042927441,1.23,1.96,1.58,-0.31,1.75,0.52,-0.53,-0.61,0.87,1.13,-0.56,4.79903543245774,0,138.042@0.793,1.71992771453338,2.7913240337945,2.15228459397411,-0.948908480148624,2.60258192356391,0.519058287711845,-0.761438901049674,-0.633848899287469,2.28271939731403,0.80028067605438,-0.791193468498784,1.71992771453338,0.517306783579506,2.15228459397411,0.385081823044915,0.862192495185487,-0.421310541580522,-0.656693676500439,-0.883884835107952,-0.386248295304091,0.80028067605438,-0.791193468498784,0.626442664657364,1.40034029499561,0.997489473723649,-1.00616329523429,1.17771220955584,-0.126252290877099,-1.23939271807595,-1.3242034172911,0.244794518189185,0.520429290638425,-1.27119673028164,1.44895542113599,0.221926491658483,1.89008727347421,0.0870179368520409,0.573811890134228,-0.735740701749383,-0.975901095289816,-1.20770325086333,-0.699966843664672,0.510643529102798,-1.11313065079055,0.542647270044214
91,9.142,278.0853749681,278,18484,17878,19257,16395,16826,17560,16426,15750.5,18630,16099.5,17342.5,17915,54098,18346,18102.5,17093,21075,17101.5,30674.5,22259.5,17447.5,103110,39051.5,49210,18225,19365.5,16131,19521,675.5,14924,3629.5,1348,85767.5,21136.5,-4888,-121,1263,-962,-1554,-1.38590646513325,-0.0234091046643988,-0.710366054156926,-1.07712249621684,0.694211048027354,0.0718162614564632,,,-1.15633520559727,,,4,32008.8181818182,24661.0581191856,77.0445755888411,0,25332.5463579963,18793.2950726762,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID6021290,57-68-1,Sulfamethazine,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,C12H14N4O2S,278.083746881,2D-QSAR-Ready,DTXCID201290,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,C12H14N4O2S,278.083746881,0.29,1.48,0.59,-3.17,0.52,-1.57,-3.7,-3.68,-0.37,-0.82,-3.66,5.85466471261615,0,278.085@9.142,-0.394800588337147,-0.284303457878107,0.778827819439142,-2.39180508129937,0.15082970537527,-0.989937308037493,-2.02292759899856,-2.1144219264338,-0.894613951586587,-0.577910414215912,-2.19386913716607,-1.38590646513325,-0.0234091046643988,-0.710366054156926,-1.07712249621684,0.694211048027354,0.0718162614564632,-2.02292759899856,-2.1144219264338,-1.15633520559727,-0.577910414215912,-2.19386913716607,0.836475858655567,1.47012568445426,0.996219512218262,-1.00590094576752,0.958945993053633,-0.153934793433143,-1.28811473372828,-1.2774651568241,0.485039820817638,0.245424340473595,-1.26681557991992,-0.474510585661631,1.02309268727024,0.268016746741966,-0.135107445593184,1.81187240939991,1.12776064781562,-1.17469905037556,-1.27526600059303,-0.222174926432275,0.413606753482006,-1.36259123605405,0.520510423074337
111,12.549,334.2125149681,334,2027,4303,3190,2085,3612,1762,3092,4044.5,3852.5,4808.5,2693,43323.5,4133,2594.5,2969.5,4235.5,3667,3496.5,2198.5,3205.5,2245,2398,5264.5,4893.5,2623,3459,4100.5,4552,404.5,-1846,-647,-2563.5,-295,-38059,760.5,28.5,489.5,-135,885,-0.883320959297996,,,,,,-0.735166186892691,-1.95920881502244,-0.782930633473884,,-0.617367639262777,6,3494.18181818182,1038.49183199675,29.7206008740875,0,5015.99460975797,7922.77821934736,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID6025068,84-75-3,Dihexyl phthalate,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,KCXZNSGUUQJJTR-UHFFFAOYSA-N,C20H30O4,334.214409446,2D-QSAR-Ready,DTXCID505068,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,KCXZNSGUUQJJTR-UHFFFAOYSA-N,C20H30O4,334.214409446,6.69,7.14,8.44,6.75,8.45,5.78,6.41,6.4,6.72,7.79,6.49,5.66845069036037,0,334.213@12.549,-0.844131053896263,1.12561287685624,-0.0378434764972896,-1.39871041969043,1.4845454078467,-0.912878212270677,-0.860632050955252,-0.441505158790001,3.88103238095242,0.459727299574392,-1.50988980759167,-0.883320959297996,1.12561287685624,-0.0378434764972896,-1.39871041969043,1.4845454078467,-0.912878212270677,-0.735166186892691,-1.95920881502244,-0.782930633473884,0.459727299574392,-0.617367639262777,-0.381701912331369,0.162800815634131,1.73580869642336,-0.309101548602636,1.74790875704481,-1.48280742888383,-0.720503609732126,-0.732603670353581,-0.345401730467003,0.949304756028744,-0.623703124760481,-0.496749173822446,1.51411709833631,0.349541591675468,-1.01263439825235,1.87339489413022,-0.526334858542759,-0.348451888203771,-1.57367194886171,-0.396262280417741,0.847590991614784,-0.230540027656018,0.515791580319431
9,11.413,136.0882149681,136,21430,25003,23702,23519,23252,21830,24175.5,21458.5,26443,24831,25643.5,26301.5,24697.5,23425,22647.5,24785,22370.5,23102.5,22586.5,24650.5,23718.5,22875,24151,20953.5,22720,26646,20393.5,22701.5,-1073,1128,-1792.5,-1112.5,-2768.5,-2150.5,-3744,-705,3998.5,-4391.5,331,,-1.27929026083019,,,,,,,-0.753123167976656,,-1.82984769728623,8,23136.2272727273,1623.71608528703,7.01806766568657,1,23734.5729166667,2279.87253083635,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0044571,618-45-1,3-Isopropylphenol,CC(C)C1=CC=CC(O)=C1,VLJSLTNSFSOYQR-UHFFFAOYSA-N,C9H12O,136.088815006,2D-QSAR-Ready,DTXCID8024571,CC(C)C1=CC=CC(O)=C1,VLJSLTNSFSOYQR-UHFFFAOYSA-N,C9H12O,136.088815006,2.71,3,1.6,0.42,1.89,0.82,0.36,0.26,2.46,1.59,0.39,4.40916397114272,0,136.088@11.413,-0.0476913318789302,,-0.529618569843653,-1.74183463944271,-1.05212771007022,-1.10698516785367,-1.54920267912662,-1.6546756055323,,-1.56112435188571,,-0.0476913318789302,-1.27929026083019,-0.529618569843653,-1.74183463944271,-1.05212771007022,-1.10698516785367,-1.54920267912662,-1.6546756055323,-0.753123167976656,-1.56112435188571,-1.82984769728623,1.33706789608354,1.63512845432997,0.196215414519597,-1.01658271903486,0.494275972766031,-0.605464707660469,-1.07825042074102,-1.18102992358462,1.08011913897454,0.185937464235237,-1.04741656988794,2.13311735277141,-0.163900948372579,1.23428928512492,-1.02657862516218,0.259773126169299,0.157460123518246,-0.667306521370998,-0.864020919649471,0.817437548546594,-0.689541276423275,-1.19072914515198,0.48300494466431
20,4.823,150.1037649681,150,25632,27100,5290,3872,3432,1408,48916.5,65982.5,41384.5,40973,49753.5,43279.5,59435.5,52246,57945,44550,54272,44385.5,56425.5,43004,49110.5,65207,56662.5,59268.5,56107,48120.5,54620,57469.5,-4531,-9557,1619.5,8137.5,15453.5,13383,-167,3861,-9824.5,10070,3197.5,,,-1.40745676015345,-0.70200676212663,-0.507796780905742,-0.509728756842981,,-1.1313532444619,,-0.645818237819276,-1.22976527308991,4,53670.9545454545,6423.1297506269,11.9676085603938,1,46770.3009440104,16001.2149440583,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,4.66410442665279,0,150.104@4.823,0.45804779727329,-0.145402166478497,0.861722588909716,-1.18226722231409,0.0608163326531534,-0.0805598961531011,-1.02459830709657,-0.898870084438053,-0.219257859201975,-0.41505626025682,-1.19887548254588,0.45804779727329,-0.145402166478497,-1.40745676015345,-0.70200676212663,-0.507796780905742,-0.509728756842981,-1.02459830709657,-1.1313532444619,-0.219257859201975,-0.645818237819276,-1.22976527308991,1.35745962341923,1.48752979639494,0.433961395291688,-0.970796472845984,0.655080689350396,-0.827719282572703,-1.10086664582169,-1.20492278420226,0.889207000706675,0.342912274208691,-1.06184559392898,2.10986741510403,0.952763604132074,-1.46720203960871,-0.11451510581225,0.257878833864766,0.254174306805411,-0.733078248564516,-0.937778807493215,0.811146720138921,-0.00677468073257927,-1.12648199783393,0.47314499804023
18,6.231,150.1035349681,150,7294,4369,1457,3948,2223,6148,7078.5,50937,4811,4970.5,3599.5,5744,3921.5,7061.5,16564,3114.5,4959,4555,22415,5570,5372,3777,3981.5,3965,4493.5,8093.5,3951,4627,-2523.5,-28522,759,401.5,177.5,-1762.5,43.5,-2568,-8470.5,836.5,-332,,,-0.801993581007084,-1.09271452851879,-1.30704382050895,,-1.95496296239147,,,-0.570922389911747,,6,6436.40909090909,5186.67578695722,80.5833767509119,0,7781.98184024586,10103.0293563322,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,6.19637063810341,0,150.104@6.231,0.831128187479412,0.162688218277281,0.583702121163262,-1.90169056541254,-0.248251612942754,-0.010490341169946,,-1.6302772290605,-0.9222517777497,-1.0612516267077,-2.03811174904027,0.831128187479412,0.162688218277281,-0.801993581007084,-1.09271452851879,-1.30704382050895,-0.010490341169946,-1.95496296239147,-1.6302772290605,-0.9222517777497,-0.570922389911747,-2.03811174904027,1.35745962341923,1.48752979639494,0.433961395291688,-0.970796472845984,0.655080689350396,-0.827719282572703,-1.10086664582169,-1.20492278420226,0.889207000706675,0.342912274208691,-1.06184559392898,1.95135403173979,1.17483662141862,0.0541791995436232,-0.283547279555717,-0.532530635489417,0.973657498833195,-1.28520928627787,-0.908026388140678,-0.0855230741189377,0.322611386690291,-1.3818020746429,0.471255713983673
61,5.274,206.1304149681,206,1790,1403,1736,1816,1371,2654,1992.5,1963.5,1774.5,1086,1590.5,1555,1657.5,1177,57675.5,3123.5,1487,2547,1326,1745.5,2244.5,1781.5,2387,1313.5,3085,23901,2146.5,1828,554.5,-637.5,-29,1158.5,191,832,-344,1908,-33774.5,-977,341,-0.555496779582971,,,0.0280662128731662,-0.920500306195655,-0.271607067072132,,0.209801907524642,,,-0.639556589529456,5,4027.77272727273,6304.38820246961,156.522937845563,0,4923.76764634076,11620.5051855232,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5020732,15687-27-1,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,2D-QSAR-Ready,DTXCID90732,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,3.68,4.03,3.21,1.72,3.4,1.82,1.57,1.5,3.52,2.93,1.62,1.28487375221742,0,206.13@5.274,-0.724718909406715,-2.79992105909469,0.241532675617675,-0.263594180731109,-0.814270885052126,0.454870648668385,0.0782517194658807,-0.004094649607226,-1.46605429551822,-1.14630291307642,0.044453552558357,-0.555496779582971,-2.79992105909469,0.241532675617675,0.0280662128731662,-0.920500306195655,-0.271607067072132,0.0782517194658807,0.209801907524642,-1.46605429551822,-1.14630291307642,-0.639556589529456,1.10691653825101,1.47813854803032,0.608418410833091,-0.971926716513085,0.80993893042757,-0.86586328514757,-1.13102186356136,-1.20526626551722,0.937215048066188,0.311440803009649,-1.0779901478786,0.118519325211121,-2.4679099770511,1.03700000487367,0.791005555725765,-0.302103382036313,0.445668107975391,0.84883832201027,1.00043410727209,-0.930788803429504,-0.56231375504594,0.0216504944945501,0.467585457450781
2,8.65,134.0718249681,134,1397,1253,987,2219,1515,795,1242.5,2032,1258.5,2068,899,1818,1071,1201.5,28339,1594.5,1693,1053,1818,1798.5,1768.5,2093.5,1411,1251.5,794.5,8997.5,1661,2145.5,-189.5,-214,540,-299.5,1194.5,-407,180.5,-407,-19341.5,66.5,452.5,,,-0.367459460061413,,0.123426462352668,,-0.773312264590179,,,-1.37980287827587,-0.573038374567713,6,2253.86363636364,2169.73933385084,96.2675513657731,0,2859.35855222216,5447.15103388794,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3022164,1745-81-9,2-Allylphenol,OC1=CC=CC=C1CC=C,QIRNGVVZBINFMX-UHFFFAOYSA-N,C9H10O,134.073164942,2D-QSAR-Ready,DTXCID802164,OC1=CC=CC=C1CC=C,QIRNGVVZBINFMX-UHFFFAOYSA-N,C9H10O,134.073164942,2.69,2.9,2.37,1.4,2.52,1.66,1.28,1.24,2.45,2.27,1.27,9.99434823992328,0,134.072@8.65,2.56058489081071,0.903148717079721,-1.10154088197925,-1.06273248695714,-2.28653680780324,-0.696736237281199,,-0.883594320561972,1.50084238344221,0.205087318926836,-1.12494601549548,2.56058489081071,0.903148717079721,-0.367459460061413,-1.06273248695714,0.123426462352668,-0.696736237281199,-0.773312264590179,-0.883594320561972,1.50084238344221,-1.37980287827587,-0.573038374567713,1.1264551915414,1.47156281653618,0.60057690583507,-0.993491647712242,0.847082352259912,-0.566215540575849,-1.19069600485212,-1.25643079056541,0.732046477261652,0.436239941551842,-1.20712970128044,2.24605264603714,0.824937762868102,-0.264504002570651,-0.86064330618155,0.156390208221465,-0.546831694101367,-0.612489324740489,-0.707047096298715,1.3374108090739,-1.13250502807275,-0.440770974235078,0.466989256924442
99,5.373,309.1683849681,309,143,235,364,100,137,789,485,349,397.5,317.5,98.5,536.5,482,232.5,105059,654,608.5,1048,448,206.5,455,686.5,342.5,230.5,397,29264.5,203.5,338,563,99,-191,137.5,588,-194,-251.5,164.5,-75794.5,-450.5,-270.5,0.0647666562490826,-0.54719023236163,,-0.363441031461713,0.775941095578527,,,-0.15025705493998,,,,6,3056.36363636364,8291.06679201095,271.272262677336,0,5654.30282757329,21057.2331710832,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024157,33820-53-0,Isopropalin,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,NEKOXWSIMFDGMA-UHFFFAOYSA-N,C15H23N3O4,309.168856233,2D-QSAR-Ready,DTXCID904157,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,NEKOXWSIMFDGMA-UHFFFAOYSA-N,C15H23N3O4,309.168856233,3.81,4.81,5.73,3.54,5.75,3.51,3.07,3.12,3.84,4.88,3.1,1.52429615869142,0,309.168@5.373,0.321476505115213,-0.11326570976939,0.835875830563234,-0.0907372876750799,0.034528881341462,0.280452306026633,-0.182722294170731,-0.3714160831511,-0.268350394604432,-0.0007522528703865,-0.447034437991745,0.0647666562490826,-0.54719023236163,0.835875830563234,-0.363441031461713,0.775941095578527,0.280452306026633,-0.182722294170731,-0.15025705493998,-0.268350394604432,-0.0007522528703865,-0.447034437991745,-0.304940580628776,0.727165999960928,1.67670405410346,-0.583609357387997,1.69734618571525,-0.614572554805688,-1.06869945026516,-1.01709412123567,-0.273977383211085,0.799413460602208,-1.03773625284747,0.147296481441663,-1.23917762035033,1.89435239295847,-0.822868051793823,1.75856185051893,0.635962551078773,-0.41342442328703,-0.339869873547249,-0.607426886281596,-0.00114579016677722,-1.01226063057103,0.441380414778677
34,6.065,166.0973849681,166,4828,4056,5370,6436,4130,2131,8433.5,6122,3850,3748.5,3538,74506,4255,5262,9674.5,4981.5,6518.5,5347,6033,5272.5,5178.5,3247.5,40928,5337.5,4233.5,6764,8280,3889,-3086.5,-89,1422.5,1430,-290.5,-33578,1082.5,-1028.5,-2910.5,3298.5,-2629.5,,,-0.432408454441392,-0.418521477717069,,,-0.594471659395204,,,-0.179043646237595,,7,8591.86363636364,10309.1996605215,119.987933897013,0,9471.30828259038,15138.635851653,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,12.0092134222233,0,166.097@6.065,0.64858765439108,-0.0297864642368675,0.928803503573384,-0.743453103520432,-0.0383826934996525,0.240438728838797,,-0.542539740098698,-0.194610041689071,-0.315767251420491,-0.778281779730968,0.64858765439108,-0.0297864642368675,-0.432408454441392,-0.418521477717069,-0.0383826934996525,0.240438728838797,-0.594471659395204,-0.542539740098698,-0.194610041689071,-0.179043646237595,-0.778281779730968,1.31626246256215,1.66487130096143,0.239448495062135,-1.01554332317529,0.487348113479403,-0.558478401718449,-1.10075881700622,-1.18597431083716,1.06061598106934,0.138739275080119,-1.04653077547745,2.20073246650357,0.46358245745217,-0.567433872213666,-0.531872725230133,0.441569619209081,1.15556300875436,-0.982438056809948,-0.849453127699676,0.0415096348007315,0.0813713619169162,-1.45313076668341,0.441327658094934
86,6.119,268.1279449681,268,3992,3840,3694,4820,3068,1169,3820.5,1770,5442.5,4554.5,3570,97204.5,4365.5,4844.5,6862,3070.5,8111,1548,4993,4083.5,2102,7886,36796,5291.5,6448.5,4468,6648.5,6030,-2272.5,3223,-1359,-2452.5,4316,-60408.5,926,1604,-2394,3578,-2081,,0.260287039150528,,,0.0824132198986798,,-0.673423005873987,-0.480044596293865,,0.0664312345131672,,6,7845,9330.69064480711,118.938057932532,0,9602.6686963848,19065.8804319602,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1044982,70693-59-3,2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,IPEHSCPRVOWQFQ-UHFFFAOYSA-N,C13H20N2O2S,268.124549066,2D-QSAR-Ready,DTXCID9024982,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,IPEHSCPRVOWQFQ-UHFFFAOYSA-N,C13H20N2O2S,268.124549066,3.59,4.75,4.95,2.58,5.13,2.85,2.13,2.12,3.39,4.31,2.21,12.6653904382853,0,268.128@6.119,1.16497827597987,0.607014737621069,0.856023024489837,-0.373558653901388,0.625433921039154,0.304352912368536,-0.313939868686773,-0.444524169193352,0.193765180077674,-0.0024610786544862,-0.687132472200337,1.16497827597987,0.260287039150528,0.856023024489837,-0.373558653901388,0.0824132198986798,0.304352912368536,-0.673423005873987,-0.480044596293865,0.193765180077674,0.0664312345131672,-0.687132472200337,0.120601574683854,1.16038271857979,1.33965532959633,-0.784725110949673,1.50100067951121,-0.542707086077344,-1.18808848573689,-1.19705211628771,-0.0586710363326862,0.765982974343397,-1.11637944133027,1.93686397387266,0.343984877680542,1.39289013868663,-0.772019692245738,0.0308045605602928,0.421571136336498,-1.29998728881974,-0.959508223990288,0.22686063192312,0.00266526905410883,-1.32412538305809,0.414507230048767
37,5.174,166.0988749681,166,6186,11289,6946,7455,6414,4437,9377,14809.5,11146.5,9391,9515.5,7051,14244.5,8743.5,88426.5,9144,7838.5,7483.5,7189.5,8776,8279.5,6014,7431.5,6161,6785,40820,9662.5,9063.5,-1893.5,-7620,-2370.5,-1111.5,-3501.5,380.5,-8083.5,-1958.5,-47606.5,518.5,1225,,,,,,-1.26789605357045,,,,-1.24638745666217,-0.806096873977529,8,10696.9090909091,9590.57466478555,89.6574382681837,0,13110.5044615502,16924.7712468237,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,3.03868022239037,0,166.099@5.174,1.54730796803156,-0.269970715089863,-0.876096688501194,-1.25871575614575,-1.00122241401473,,-0.573328846715113,-0.918991270503215,1.1983533915247,,,1.54730796803156,-0.269970715089863,-0.876096688501194,-1.25871575614575,-1.00122241401473,-1.26789605357045,-0.573328846715113,-0.918991270503215,1.1983533915247,-1.24638745666217,-0.806096873977529,1.31626246256215,1.66487130096143,0.239448495062135,-1.01554332317529,0.487348113479403,-0.558478401718449,-1.10075881700622,-1.18597431083716,1.06061598106934,0.138739275080119,-1.04653077547745,2.19824838599674,0.244650173780637,-0.406943128354085,-0.818263600801547,-0.541454910138498,-0.828132539893319,-0.0814637619126873,-0.453055361712245,1.82311767922068,-0.805010518566833,-0.331692417618843,0.408320033342693
101,9.909,332.1734449681,332,137,397,732,777,270,0,342,117.5,0,398,392.5,63,2390,2005.5,76,271,2448.5,6219.5,23024.5,21167.5,23150.5,18870,20098,22061,20273,10141,21978,22478,5877.5,22907,21167.5,22752.5,18477.5,20035,19671,18267.5,10065,21707,20029.5,1.23516653174084,2.28993034921815,,1.75714605096574,1.6728035498693,2.50244879731514,0.91542853743804,0.959456449699589,2.12200018694388,1.90363051537718,0.912769999703629,1,19041.9090909091,5335.15587153306,28.0179673480331,0,8599.07600133559,9876.53407005371,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024159,82558-50-7,Isoxaben,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,PMHURSZHKKJGBM-UHFFFAOYSA-N,C18H24N2O4,332.173607261,2D-QSAR-Ready,DTXCID704159,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,PMHURSZHKKJGBM-UHFFFAOYSA-N,C18H24N2O4,332.173607261,4.52,5.43,6.24,3.52,6.2,3.52,3.01,3.03,4.2,5.21,3.1,0.488578551771432,0,332.173@9.909,2.39484425315569,2.46597786884141,3.09591879043945,1.29647097356179,3.36728414345308,1.69644270535904,1.13199940054626,1.21481752216523,1.37947192496068,2.56922396519982,1.05125081414968,1.23516653174084,2.28993034921815,3.09591879043945,1.75714605096574,1.6728035498693,2.50244879731514,0.91542853743804,0.959456449699589,2.12200018694388,1.90363051537718,0.912769999703629,0.133563362119087,0.901936497068552,1.58587302378181,-0.710802720242962,1.55209838048733,-0.710802720242962,-1.14142942224761,-1.12454210060037,-0.136633784236768,0.716175958948901,-1.06543647483502,-0.769911664094682,0.77559504386508,1.95658032398667,-0.00507423318133874,-0.128658204351695,1.08699052563715,-1.23841201156248,-1.17389952771521,0.529533140751651,0.209564075991261,-1.2423074693264,0.389587721515216
